Date,TH/s
10/4/2017,7486251.289
10/5/2017,6983443.366
10/6/2017,8882939.962
10/7/2017,8827072.415
10/8/2017,10167893.54
10/9/2017,8994675.056
10/10/2017,8938807.509
10/11/2017,7765589.023
10/12/2017,8547734.68
10/13/2017,7597986.383
10/14/2017,7877324.117
10/15/2017,11601113.07
10/16/2017,10351762.43
10/17/2017,9756833.552
10/18/2017,8983426.015
10/19/2017,10589733.98
10/20/2017,10649226.87
10/21/2017,9102411.79
10/22/2017,10827705.53
10/23/2017,10173283.77
10/24/2017,9935312.215
10/25/2017,11006184.19
10/26/2017,12999790.29
10/27/2017,7510989.944
10/28/2017,6138789.858
10/29/2017,11122042.8
10/30/2017,10616495.4
10/31/2017,9966505.887
11/1/2017,7872095.229
11/2/2017,10833158.57
11/3/2017,8594305.801
11/4/2017,9388737.429
11/5/2017,10183169.06
11/6/2017,9605400.601
11/7/2017,11266484.92
11/8/2017,10399832.23
11/9/2017,11049821.74
11/10/2017,8139094.745
11/11/2017,5426063.163
11/12/2017,5426063.163
11/13/2017,9495610.536
11/14/2017,8681701.061
11/15/2017,10309520.01
11/16/2017,10309520.01
11/17/2017,11326906.85
11/18/2017,9224307.378
11/19/2017,10852126.33
11/20/2017,11869513.17
11/21/2017,11733861.59
11/22/2017,8342572.114
11/23/2017,10648648.96
11/24/2017,9977010.841
11/25/2017,10445729.47
11/26/2017,10244850.06
11/27/2017,11383166.73
11/28/2017,10445729.47
11/29/2017,11584046.14
11/30/2017,11182287.32
12/1/2017,12253644.19
12/2/2017,10780528.49
12/3/2017,11784925.56
12/4/2017,12119724.58
12/5/2017,11918845.17
12/6/2017,14867776.06
12/7/2017,11941671.2
12/8/2017,12337090.77
12/9/2017,13760601.25
12/10/2017,12969762.09
12/11/2017,13523349.5
12/12/2017,12337090.77
12/13/2017,14709608.23
12/14/2017,14630524.31
12/15/2017,13365181.67
12/16/2017,13523349.5
12/17/2017,14630524.31
12/18/2017,16946489.24
12/19/2017,13035760.95
12/20/2017,12663310.64
12/21/2017,12290860.32
12/22/2017,14432449.62
12/23/2017,12942648.37
12/24/2017,14153111.89
12/25/2017,12570198.06
12/26/2017,13221986.11
12/27/2017,14525562.2
12/28/2017,13873774.15
12/29/2017,15363575.41
12/30/2017,13687549
12/31/2017,15177350.25
1/1/2018,14975580.96
1/2/2018,16415540.67
1/3/2018,15071578.27
1/4/2018,16127548.73
1/5/2018,13727615.88
1/6/2018,16127548.73
1/7/2018,15551564.84
1/8/2018,15935554.1
1/9/2018,15743559.47
1/10/2018,15935554.1
1/11/2018,18527481.57
1/12/2018,17087521.86
1/13/2018,16501289.11
1/14/2018,17165770.55
1/15/2018,16612036.02
1/16/2018,17608758.18
1/17/2018,18494733.44
1/18/2018,19159214.88
1/19/2018,18273239.62
1/20/2018,19712949.41
1/21/2018,20709671.57
1/22/2018,18494733.44
1/23/2018,19602202.5
1/24/2018,19491455.6
1/25/2018,20445148.56
1/26/2018,20056949.54
1/27/2018,20315748.89
1/28/2018,20445148.56
1/29/2018,19151151.82
1/30/2018,21609745.63
1/31/2018,15139761.91
2/1/2018,20703947.91
2/2/2018,21739145.31
2/3/2018,20445148.56
2/4/2018,23033142.05
2/5/2018,23938939.78
2/6/2018,24293141.32
2/7/2018,20149017.21
2/8/2018,18720008.9
2/9/2018,19291612.22
2/10/2018,20434818.87
2/11/2018,21578025.52
2/12/2018,23721537.99
2/13/2018,23435736.33
2/14/2018,25579248.8
2/15/2018,18720008.9
2/16/2018,22435430.51
2/17/2018,21292223.86
2/18/2018,23149934.67
2/19/2018,23149934.67
2/20/2018,21079198.67
2/21/2018,25265138.83
2/22/2018,22275181.57
2/23/2018,22125683.71
2/24/2018,21677190.12
2/25/2018,25564134.55
2/26/2018,21079198.67
2/27/2018,23919658.06
2/28/2018,23172168.75
3/1/2018,24667147.38
3/2/2018,23321666.61
3/3/2018,26909615.32
3/4/2018,22125683.71
3/5/2018,24372959.73
3/6/2018,25517998.11
3/7/2018,25681575.02
3/8/2018,26499459.57
3/9/2018,23882229
3/10/2018,22900767.53
3/11/2018,25027267.37
3/12/2018,26335882.66
3/13/2018,25845151.93
3/14/2018,23555075.18
3/15/2018,23555075.18
3/16/2018,25517998.11
3/17/2018,24372959.73
3/18/2018,25990711.3
3/19/2018,26679206.96
3/20/2018,21859737.32
3/21/2018,26162835.21
3/22/2018,24613719.97
3/23/2018,22892480.81
3/24/2018,26851330.88
3/25/2018,23236728.64
3/26/2018,25818587.38
3/27/2018,26162835.21
3/28/2018,23236728.64
3/29/2018,26162835.21
3/30/2018,27884074.37
3/31/2018,22031861.23
4/1/2018,28274794.22
4/2/2018,27227579.62
4/3/2018,28449329.98
4/4/2018,25656757.72
4/5/2018,27227579.62
4/6/2018,24085935.81
4/7/2018,31416438.02
4/8/2018,28100258.45
4/9/2018,25656757.72
4/10/2018,28623865.75
4/11/2018,28100258.45
4/12/2018,26878508.08
4/13/2018,28798401.52
4/14/2018,26146926.52
4/15/2018,31109116.95
4/16/2018,26910340.43
4/17/2018,30918263.48
4/18/2018,30536556.52
4/19/2018,33971919.13
4/20/2018,26146926.52
4/21/2018,30345703.04
4/22/2018,30536556.52
4/23/2018,29200582.17
4/24/2018,30345703.04
4/25/2018,23474977.82
4/26/2018,26910340.43
4/27/2018,28391145.89
4/28/2018,25592018.83
4/29/2018,31590148.24
4/30/2018,30990335.3
5/1/2018,31590148.24
5/2/2018,27991270.6
5/3/2018,30190584.71
5/4/2018,27591395.3
5/5/2018,32189961.18
5/6/2018,27391457.65
5/7/2018,29990647.07
5/8/2018,27791332.95
5/9/2018,31990023.54
5/10/2018,30790397.65
5/11/2018,26161151.17
5/12/2018,33988897.19
5/13/2018,30487010.81
5/14/2018,27191117.75
5/15/2018,30075024.18
5/16/2018,36872803.62
5/17/2018,27191117.75
5/18/2018,30487010.81
5/19/2018,31722970.71
5/20/2018,29663037.55
5/21/2018,32340950.66
5/22/2018,31104990.76
5/23/2018,33370917.24
5/24/2018,30616246.32
5/25/2018,37681533.93
5/26/2018,34684139.19
5/27/2018,35112338.44
5/28/2018,33399541.44
5/29/2018,29759847.82
5/30/2018,37253334.68
5/31/2018,36396936.18
6/1/2018,35540537.68
6/2/2018,32543142.94
6/3/2018,34898238.81
6/4/2018,39180231.3
6/5/2018,42980660.1
6/6/2018,36103754.49
6/7/2018,35121339.4
6/8/2018,35612546.94
6/9/2018,35121339.4
6/10/2018,31191679.05
6/11/2018,34384528.08
6/12/2018,35612546.94
6/13/2018,35121339.4
6/14/2018,37577377.12
6/15/2018,37577377.12
6/16/2018,40770226.16
6/17/2018,38559792.21
6/18/2018,40279018.61
6/19/2018,39122596.14
6/20/2018,39122596.14
6/21/2018,42908653.83
6/22/2018,38112980.76
6/23/2018,40384615.37
6/24/2018,43161057.68
6/25/2018,39627403.83
6/26/2018,36850961.53
6/27/2018,30540865.37
6/28/2018,39627403.83
6/29/2018,38112980.76
6/30/2018,35588942.3
7/1/2018,37103365.37
7/2/2018,37594816.26
7/3/2018,30929068.69
7/4/2018,35728406.94
7/5/2018,36528296.65
7/6/2018,42660784.4
7/7/2018,41594264.79
7/8/2018,42127524.6
7/9/2018,36261666.74
7/10/2018,39727855.48
7/11/2018,35995036.84
7/12/2018,37594816.26
7/13/2018,38128076.06
7/14/2018,35461777.04
7/15/2018,35461777.04
7/16/2018,31995588.3
7/17/2018,40931868.49
7/18/2018,44793365.52
7/19/2018,44021066.11
7/20/2018,39644702.82
7/21/2018,35268339.52
7/22/2018,46852830.6
7/23/2018,42733900.44
7/24/2018,40931868.49
7/25/2018,45565664.92
7/26/2018,42476467.3
7/27/2018,42991333.57
7/28/2018,37327804.6
7/29/2018,50277183.1
7/30/2018,39630250.21
7/31/2018,43474975.98
8/1/2018,44362220.38
8/2/2018,45249464.79
8/3/2018,49094190.56
8/4/2018,52051671.92
8/5/2018,47319701.74
8/6/2018,38743005.8
8/7/2018,44657968.52
8/8/2018,46432457.33
8/9/2018,44066472.25
8/10/2018,52051671.92
8/11/2018,52376369.9
8/12/2018,49230273.08
8/13/2018,47642199.75
8/14/2018,43195594.44
8/15/2018,51135961.07
8/16/2018,50183117.07
8/17/2018,48277429.08
8/18/2018,50818346.4
8/19/2018,46054126.43
8/20/2018,47642199.75
8/21/2018,47006970.42
8/22/2018,50818346.4
8/23/2018,47324585.09
8/24/2018,48824180.03
8/25/2018,45145645.91
8/26/2018,57853309.21
8/27/2018,61866255.51
8/28/2018,51165065.37
8/29/2018,46483294.68
8/30/2018,51499477.56
8/31/2018,51833889.75
9/1/2018,50496240.99
9/2/2018,48155355.64
9/3/2018,48155355.64
9/4/2018,42135936.19
9/5/2018,44142409.34
9/6/2018,50161828.79
9/7/2018,52673943.17
9/8/2018,52338942.95
9/9/2018,56874984.68
9/10/2018,47105048.66
9/11/2018,49198606.38
9/12/2018,58619616.11
9/13/2018,51641090.38
9/14/2018,46058269.8
9/15/2018,48849680.09
9/16/2018,48500753.8
9/17/2018,47105048.66
9/18/2018,49547532.66
9/19/2018,54432500.67
9/20/2018,54756137.2
9/21/2018,51200543.88
9/22/2018,55111696.54
9/23/2018,53333899.87
9/24/2018,52622781.21
9/25/2018,60089527.19
9/26/2018,49422747.22
9/27/2018,50844984.55
9/28/2018,54756137.2
9/29/2018,54045018.54
9/30/2018,57956171.2
10/1/2018,56178374.53
10/2/2018,48711628.55
10/3/2018,51556103.21
10/4/2018,54911962.63
10/5/2018,48176505.21
10/6/2018,46323562.7
10/7/2018,52623567.23
10/8/2018,50029447.71
10/9/2018,48176505.21
10/10/2018,53364744.23
10/11/2018,58923571.75
10/12/2018,48917682.21
10/13/2018,52252978.72
10/14/2018,42247089.18
10/15/2018,60035337.26
10/16/2018,50029447.71
10/17/2018,51141213.22
10/18/2018,49274490.48
10/19/2018,50702736.58
10/20/2018,51059798.11
10/21/2018,49274490.48
10/22/2018,55344536.41
10/23/2018,54987474.89
10/24/2018,40347952.35
10/25/2018,48917428.96
10/26/2018,51059798.11
10/27/2018,48560367.43
10/28/2018,49988613.53
10/29/2018,52130982.68
10/30/2018,54987474.89
10/31/2018,58201028.61
11/1/2018,54999360.85
11/2/2018,51070835.08
11/3/2018,57499331.8
11/4/2018,43928060.94
11/5/2018,51427973.78
11/6/2018,45713754.47
11/7/2018,46428031.89
11/8/2018,43213783.53
11/9/2018,45356615.77
11/10/2018,46785170.59
11/11/2018,52142251.2
11/12/2018,49999418.96
11/13/2018,42856644.82
11/14/2018,48213725.42
11/15/2018,45356615.77
11/16/2018,41672924.13
11/17/2018,47956936.5
11/18/2018,40680711.65
11/19/2018,41672924.13
11/20/2018,43657349.09
11/21/2018,34727436.77
11/22/2018,40349974.16
11/23/2018,41342186.64
11/24/2018,47295461.51
11/25/2018,42003661.62
11/26/2018,36711861.73
11/27/2018,43326611.59
11/28/2018,39027024.18
11/29/2018,34727436.77
11/30/2018,33404486.8
12/1/2018,41011449.14
12/2/2018,37704074.21
12/3/2018,35101305.98
12/4/2018,38734427.59
12/5/2018,36488953.53
12/6/2018,37892374.82
12/7/2018,31998005.4
12/8/2018,35646900.75
12/9/2018,35927585.01
12/10/2018,34804847.98
12/11/2018,35085532.24
12/12/2018,33682110.95
12/13/2018,36769637.78
12/14/2018,40979901.65
12/15/2018,41821954.43
12/16/2018,32278689.66
12/17/2018,44909481.26
12/18/2018,35766529.43
12/19/2018,37822407.4
12/20/2018,34268624.16
12/21/2018,35537832.46
12/22/2018,44422290.57
12/23/2018,44676132.24
12/24/2018,38583932.39
12/25/2018,40360824.01
12/26/2018,39853140.69
12/27/2018,44168448.91
12/28/2018,42391557.29
12/29/2018,35030149.14
12/30/2018,44676132.24
12/31/2018,43291796.76
1/1/2019,41615985.27
1/2/2019,42174589.1
1/3/2019,43291796.76
1/4/2019,41615985.27
1/5/2019,45526212.08
1/6/2019,39381569.96
1/7/2019,39381569.96
1/8/2019,47202023.57
1/9/2019,45805513.99
1/10/2019,43571098.68
1/11/2019,41336683.36
1/12/2019,38543664.21
1/13/2019,38264362.3
1/14/2019,43423390.22
1/15/2019,38609293.98
1/16/2019,38901788.64
1/17/2019,37146820.73
1/18/2019,40364261.89
1/19/2019,38901788.64
1/20/2019,45921660.27
1/21/2019,43874197.71
1/22/2019,38024304.68
1/23/2019,42704219.1
1/24/2019,47384133.53
1/25/2019,40364261.89
1/26/2019,43874197.71
1/27/2019,40071767.24
1/28/2019,42070546.82
1/29/2019,42201068.25
1/30/2019,39310584.12
1/31/2019,44802503.96
2/1/2019,45669649.2
2/2/2019,41622971.42
2/3/2019,39888680.94
2/4/2019,42490116.66
2/5/2019,42490116.66
2/6/2019,47403939.67
2/7/2019,50294423.8
2/8/2019,47114891.26
2/9/2019,43357261.9
2/10/2019,41018987.3
2/11/2019,43691361.64
2/12/2019,38568926.14
2/13/2019,46101919.52
2/14/2019,42486082.7
2/15/2019,38267606.4
2/16/2019,45197960.32
2/17/2019,47909837.94
2/18/2019,46704559
2/19/2019,47005878.73
2/20/2019,39171565.61
2/21/2019,35857048.52
2/22/2019,48813797.14
2/23/2019,43088722.17
2/24/2019,41298258.3
2/25/2019,43162133.91
2/26/2019,48595129.79
2/27/2019,42558467.71
2/28/2019,45274965.64
3/1/2019,48896962.9
3/2/2019,39841969.77
3/3/2019,44067633.23
3/4/2019,41351135.29
3/5/2019,44973132.54
3/6/2019,38634637.35
3/7/2019,42860300.81
3/8/2019,44067633.23
3/9/2019,41652968.39
3/10/2019,41045042.97
3/11/2019,42839445.35
3/12/2019,43141131.59
3/13/2019,40727641.71
3/14/2019,46761366.41
3/15/2019,46157993.94
3/16/2019,49174856.29
3/17/2019,44046190.29
3/18/2019,48571483.82
3/19/2019,52493404.87
3/20/2019,48571483.82
3/21/2019,43141131.59
3/22/2019,48571483.82
3/23/2019,43744504.06
3/24/2019,47490106.99
3/25/2019,46933020.83
3/26/2019,42493410.75
3/27/2019,47250135.84
3/28/2019,46298790.82
3/29/2019,46615905.83
3/30/2019,44078985.78
3/31/2019,44078985.78
4/1/2019,43127640.77
4/2/2019,49787055.88
4/3/2019,45030330.8
4/4/2019,44396100.79
4/5/2019,50104170.89
4/6/2019,44081037.56
4/7/2019,44809649.52
4/8/2019,47034242.04
4/9/2019,41949459.12
4/10/2019,47034242.04
4/11/2019,49894432.44
4/12/2019,47987638.84
4/13/2019,42902855.92
4/14/2019,38771469.79
4/15/2019,46080845.25
4/16/2019,46080845.25
4/17/2019,43856252.72
4/18/2019,47352040.98
4/19/2019,48305437.78
4/20/2019,41631660.19
4/21/2019,51199133.02
4/22/2019,42318655.54
4/23/2019,36634060.02
4/24/2019,51477170.55
4/25/2019,45160953.3
4/26/2019,47687440.2
4/27/2019,43266088.13
4/28/2019,51477170.55
4/29/2019,51477170.55
4/30/2019,44213520.72
5/1/2019,54003657.45
5/2/2019,58109198.65
5/3/2019,48003251.06
5/4/2019,43006075.36
5/5/2019,42978500.7
5/6/2019,50308167.48
5/7/2019,42312167.35
5/8/2019,50641334.15
5/9/2019,49975000.81
5/10/2019,41645834.01
5/11/2019,43311667.37
5/12/2019,52640334.18
5/13/2019,55638834.23
5/14/2019,50641334.15
5/15/2019,49641834.14
5/16/2019,48642334.12
5/17/2019,50308167.48
5/18/2019,50986743.45
5/19/2019,54326123.03
5/20/2019,53659544.83
5/21/2019,50993232.04
5/22/2019,55659279.42
5/23/2019,52659677.53
5/24/2019,50993232.04
5/25/2019,46660473.76
5/26/2019,54992701.22
5/27/2019,55659279.42
5/28/2019,54659412.12
5/29/2019,57992303.11
5/30/2019,53664058.51
5/31/2019,43386260.58
6/1/2019,55994233.74
6/2/2019,48577778.94
6/3/2019,44127906.06
6/4/2019,57106701.96
6/5/2019,59331638.4
6/6/2019,58219170.18
6/7/2019,58589992.92
6/8/2019,45982019.76
6/9/2019,54510942.78
6/10/2019,58219170.18
6/11/2019,53027651.82
6/12/2019,48577778.94
6/13/2019,55994233.74
6/14/2019,62264123.16
6/15/2019,53775192.23
6/16/2019,47882020.48
6/17/2019,48986990.18
6/18/2019,60036687.22
6/19/2019,65193212.5
6/20/2019,53038545.76
6/21/2019,48986990.18
6/22/2019,51933576.06
6/23/2019,66666505.44
6/24/2019,65193212.5
6/25/2019,53775192.23
6/26/2019,60773333.69
6/27/2019,55539973.18
6/28/2019,64293187.57
6/29/2019,68631991.64
6/30/2019,59954383.5
7/1/2019,56404452.9
7/2/2019,62321003.91
7/3/2019,67843118.18
7/4/2019,65870934.51
7/5/2019,74548542.65
7/6/2019,70209738.58
7/7/2019,60348820.24
7/8/2019,70209738.58
7/9/2019,65740170.46
7/10/2019,58125055.93
7/11/2019,58125055.93
7/12/2019,73895419.95
7/13/2019,63532037.88
7/14/2019,65334365.2
7/15/2019,65784947.03
7/16/2019,72994256.29
7/17/2019,59927383.25
7/18/2019,54520401.3
7/19/2019,53168655.82
7/20/2019,79752983.72
7/21/2019,67136692.51
7/22/2019,71191928.97
7/23/2019,64212845.18
7/24/2019,62282811.35
7/25/2019,67211666.92
7/26/2019,74380911.39
7/27/2019,68107822.48
7/28/2019,78413611.41
7/29/2019,75277066.95
7/30/2019,63627044.68
7/31/2019,76621300.29
8/1/2019,63627044.68
8/2/2019,75725144.73
8/3/2019,77517455.85
8/4/2019,74828989.17
8/5/2019,70305379.01
8/6/2019,79916269.03
8/7/2019,75945274.3
8/8/2019,70485156.54
8/9/2019,72967028.25
8/10/2019,74952525.62
8/11/2019,75945274.3
8/12/2019,66017787.46
8/13/2019,77930771.67
8/14/2019,75448899.96
8/15/2019,77930771.67
8/16/2019,72967028.25
8/17/2019,63535915.75
8/18/2019,62740159.35
8/19/2019,82514504.79
8/20/2019,77452265.23
8/21/2019,68846457.98
8/22/2019,71377577.76
8/23/2019,77452265.23
8/24/2019,80995832.92
8/25/2019,78464713.14
8/26/2019,69352681.94
8/27/2019,68340234.03
8/28/2019,76439817.32
8/29/2019,83526952.7
8/30/2019,80995832.92
8/31/2019,84033176.66
9/1/2019,75959123.82
9/2/2019,79786349.93
9/3/2019,87818532.81
9/4/2019,72825124.77
9/5/2019,88354011.67
9/6/2019,84605659.66
9/7/2019,80321828.79
9/8/2019,94779757.97
9/9/2019,78179913.36
9/10/2019,97457152.27
9/11/2019,98528109.98
9/12/2019,84605659.66
9/13/2019,81711974.36
9/14/2019,91618125.63
9/15/2019,86889448.17
9/16/2019,96346803.08
9/17/2019,87480532.86
9/18/2019,102848734.6
9/19/2019,87480532.86
9/20/2019,89253786.9
9/21/2019,98120057.12
9/22/2019,98120057.12
9/23/2019,67383653.69
9/24/2019,92800294.99
9/25/2019,92209210.31
9/26/2019,102155715.1
9/27/2019,83726816.32
9/28/2019,100852756
9/29/2019,86263992.57
9/30/2019,82458228.19
10/1/2019,90704051.01
10/2/2019,93875521.33
10/3/2019,93241227.26
10/4/2019,93241227.26
10/5/2019,100218462
10/6/2019,94509815.39
10/7/2019,98315579.77
10/8/2019,102755638.2
10/9/2019,87532580.7
10/10/2019,103681264.3
10/11/2019,100875176.1
10/12/2019,86002553.97
10/13/2019,91822275.67
10/14/2019,87295825.46
10/15/2019,98935268.85
10/16/2019,92468911.41
10/17/2019,96995361.62
10/18/2019,103461719.1
10/19/2019,91822275.67
10/20/2019,94408818.64
10/21/2019,102815083.3
10/22/2019,109281440.8
10/23/2019,109144376.3
10/24/2019,90520752.86
10/25/2019,93923788.68
10/26/2019,95285003.01
10/27/2019,78269823.9
10/28/2019,91201360.02
10/29/2019,90520752.86
10/30/2019,91201360.02
10/31/2019,89840145.69
11/1/2019,88478931.37
11/2/2019,91201360.02
11/3/2019,93923788.68
11/4/2019,89840145.69
11/5/2019,98007431.67
11/6/2019,89840145.69
11/7/2019,91737090.37
11/8/2019,80936306.12
11/9/2019,91053344.38
11/10/2019,104964272
11/11/2019,95479548.62
11/12/2019,85362510.36
11/13/2019,85362510.36
11/14/2019,106861216.7
11/15/2019,99905752.86
11/16/2019,93582603.95
11/17/2019,97376493.3
11/18/2019,88524084.81
11/19/2019,92950289.06
11/20/2019,89788714.6
11/21/2019,87143254.96
11/22/2019,85127203.65
11/23/2019,111568229
11/24/2019,84482300.6
11/25/2019,80612882.25
11/26/2019,78678173.07
11/27/2019,89641525.06
11/28/2019,105119198.5
11/29/2019,87706815.89
11/30/2019,81257785.31
12/1/2019,89641525.06
12/2/2019,93510943.41
12/3/2019,101894683.2
12/4/2019,107698810.7
12/5/2019,93386357.5
12/6/2019,92816137.38
12/7/2019,99217250.3
12/8/2019,94736471.25
12/9/2019,94736471.25
12/10/2019,94736471.25
12/11/2019,84494690.58
12/12/2019,85134801.87
12/13/2019,97296916.42
12/14/2019,96656805.13
12/15/2019,79373800.24
12/16/2019,100497472.9
12/17/2019,90255692.21
12/18/2019,85774913.16
12/19/2019,100622310.1
12/20/2019,100413779
12/21/2019,113287340.4
12/22/2019,108781593.9
12/23/2019,92045964.05
12/24/2019,80459758.79
12/25/2019,82390793
12/26/2019,107494237.7
12/27/2019,93333320.19
12/28/2019,95908032.47
12/29/2019,99770100.89
12/30/2019,106850559.7
12/31/2019,93333320.19
1/1/2020,112718458.5
1/2/2020,96717718.31
1/3/2020,115924073.7
1/4/2020,115238132.5
1/5/2020,111808426.1
1/6/2020,92602070.72
1/7/2020,120725662.6
1/8/2020,97403659.58
1/9/2020,107692778.5
1/10/2020,102205248.4
1/11/2020,111808426.1
1/12/2020,103577131
1/13/2020,98089600.84
1/14/2020,99607271.22
1/15/2020,110915119.4
1/16/2020,116791417.1
1/17/2020,116791417.1
1/18/2020,96958912.29
1/19/2020,110180582.2
1/20/2020,111649656.6
1/21/2020,112384193.8
1/22/2020,114587805.4
1/23/2020,116791417.1
1/24/2020,111649656.6
1/25/2020,120464103.2
1/26/2020,105038821.7
1/27/2020,94755300.65
1/28/2020,107321517
1/29/2020,123011831.7
1/30/2020,119936535.9
1/31/2020,110710648.5
2/1/2020,116092416.2
2/2/2020,109941824.6
2/3/2020,113785944.3
2/4/2020,122243007.8
2/5/2020,122243007.8
2/6/2020,103791233
2/7/2020,106866528.8
2/8/2020,106866528.8
2/9/2020,117630064.1
2/10/2020,93796521.68
2/11/2020,114190850.9
2/12/2020,109742275.2
2/13/2020,108969442.3
2/14/2020,104332444.7
2/15/2020,109742275.2
2/16/2020,109742275.2
2/17/2020,121334769
2/18/2020,115924938.6
2/19/2020,108969442.3
2/20/2020,97376948.41
2/21/2020,119016270.3
2/22/2020,114379272.7
2/23/2020,109742275.2
2/24/2020,108969442.3
2/25/2020,111020255.7
2/26/2020,104700775.4
2/27/2020,113169220.5
2/28/2020,121637665.6
2/29/2020,107010351.4
3/1/2020,114708937.8
3/2/2020,117788372.4
3/3/2020,117788372.4
3/4/2020,128566393.4
3/5/2020,125486958.8
3/6/2020,119328089.6
3/7/2020,120867806.9
3/8/2020,121637665.6
3/9/2020,119877105.1
3/10/2020,108616241.4
3/11/2020,97919187.32
3/12/2020,124250397.3
3/13/2020,102856289.2
3/14/2020,105324840.1
3/15/2020,97919187.32
3/16/2020,97919187.32
3/17/2020,101210588.6
3/18/2020,82285031.36
3/19/2020,88044983.55
3/20/2020,89690684.18
3/21/2020,102033438.9
3/22/2020,104501989.8
3/23/2020,92159235.12
3/24/2020,108616241.4
3/25/2020,75702228.85
3/26/2020,112492821.4
3/27/2020,107197274.9
3/28/2020,93365368.43
3/29/2020,104430893.6
3/30/2020,101664512.3
3/31/2020,109963656.2
4/1/2020,105814084.2
4/2/2020,105814084.2
4/3/2020,91290582.46
4/4/2020,108580465.5
4/5/2020,121029181.3
4/6/2020,88524201.18
4/7/2020,116188014
4/8/2020,103061194.8
4/9/2020,112650577.8
4/10/2020,119234053.2
4/11/2020,116308064.1
4/12/2020,111919080.6
4/13/2020,125086031.2
4/14/2020,122891539.4
4/15/2020,123623036.7
4/16/2020,112650577.8
4/17/2020,92900151.84
4/18/2020,115576566.9
4/19/2020,111187583.3
4/20/2020,117771058.6
4/21/2020,115730561.6
4/22/2020,103923467.2
4/23/2020,112649865.2
4/24/2020,114236483.1
4/25/2020,107890011.8
4/26/2020,108683320.7
4/27/2020,111856556.3
4/28/2020,122169572.2
4/29/2020,115029792
4/30/2020,107096702.9
5/1/2020,111856556.3
5/2/2020,117409718.7
5/3/2020,133275896.9
5/4/2020,125342807.8
5/5/2020,126294576.8
5/6/2020,123288445.7
5/7/2020,117684425.4
5/8/2020,109678682.2
5/9/2020,108878107.9
5/10/2020,136097634.8
5/11/2020,125690168.6
5/12/2020,116883851.1
5/13/2020,95268344.37
5/14/2020,91265472.76
5/15/2020,100071790.3
5/16/2020,100872364.6
5/17/2020,81658580.89
5/18/2020,102473513.3
5/19/2020,92066047.08
5/20/2020,86971887.32
5/21/2020,98579623.7
5/22/2020,83529299.47
5/23/2020,89549429.17
5/24/2020,87291880.53
5/25/2020,94064526.43
5/26/2020,93312010.22
5/27/2020,103847237.2
5/28/2020,98579623.7
5/29/2020,95569558.86
5/30/2020,117392529
5/31/2020,112877431.7
6/1/2020,100837172.3
6/2/2020,97074591.28
6/3/2020,104599753.4
6/4/2020,108668660.7
6/5/2020,122192367.7
6/6/2020,133797229.5
6/7/2020,108539589.2
6/8/2020,110587506
6/9/2020,109222228.1
6/10/2020,111952783.8
6/11/2020,126288201.3
6/12/2020,111270144.9
6/13/2020,107856950.3
6/14/2020,116048617.4
6/15/2020,94204171.77
6/16/2020,106374812.7
6/17/2020,108283617.6
6/18/2020,97298323.04
6/19/2020,111422273.2
6/20/2020,107498953.7
6/21/2020,114560928.7
6/22/2020,112206937.1
6/23/2020,123976895.5
6/24/2020,109068281.5
6/25/2020,110637609.3
6/26/2020,128684878.9
6/27/2020,108283617.6
6/28/2020,117699584.3
6/29/2020,113776264.8
6/30/2020,115344676.1
7/1/2020,127111309
7/2/2020,128680584.5
7/3/2020,127895946.7
7/4/2020,123188120.5
7/5/2020,127895946.7
7/6/2020,120834207.4
7/7/2020,126326671.3
7/8/2020,118480294.2
7/9/2020,128680584.5
7/10/2020,126326671.3
7/11/2020,122403482.8
7/12/2020,119264931.9
7/13/2020,121086665.7
7/14/2020,124167138.5
7/15/2020,118993507.8
7/16/2020,117268964.2
7/17/2020,101748071.9
7/18/2020,112095333.4
7/19/2020,112957605.2
7/20/2020,121580323.2
7/21/2020,107783974.4
7/22/2020,124167138.5
7/23/2020,117268964.2
7/24/2020,138825759.1
7/25/2020,122442595
7/26/2020,136238943.7
7/27/2020,128205972.9
7/28/2020,121437040.4
7/29/2020,123949530.9
7/30/2020,113062072.1
7/31/2020,128137015
8/1/2020,114737065.8
8/2/2020,118087053.1
8/3/2020,135674486.5
8/4/2020,121437040.4
8/5/2020,108037091.1
8/6/2020,130649505.5
8/7/2020,127299518.2
8/8/2020,118924549.9
8/9/2020,130649505.5
8/10/2020,114901504.5
8/11/2020,129741892.8
8/12/2020,132269332.3
8/13/2020,123844534.1
8/14/2020,140694130.5
8/15/2020,131426852.5
8/16/2020,128056933.2
8/17/2020,105309978
8/18/2020,117947175.3
8/19/2020,116262215.7
8/20/2020,123002054.3
8/21/2020,130584372.7
8/22/2020,114577256
8/23/2020,132269332.3
8/24/2020,128441437.2
8/25/2020,111720008.7
8/26/2020,123939384.6
8/27/2020,112592821.3
8/28/2020,142268448.6
8/29/2020,127430634.9
8/30/2020,110847196.1
8/31/2020,130921885.2
9/1/2020,134413135.5
9/2/2020,125685009.8
9/3/2020,112592821.3
9/4/2020,117829696.7
9/5/2020,123066572.1
9/6/2020,130921885.2
9/7/2020,151762133.8
9/8/2020,133652505.3
9/9/2020,128478860
9/10/2020,136239328
9/11/2020,118993843.5
9/12/2020,146586618.7
9/13/2020,139688424.9
9/14/2020,151760264.1
9/15/2020,134514779.6
9/16/2020,133652505.3
9/17/2020,153484812.6
